WL,WL,RM,RM,WL,WL,WL,WL,RM,RM,WL,WL,WL,WL,RM,RM,WL,WL,WL,RM,WL,WL,WL,,,-2,,,
WL,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,WL,,,-1,,,
RM,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,WL,,,0,,,
RM,RD,RD,RD,SP,RD,RD,EX,EX,EX,RD,RD,RD,RD,TR,RD,TO,RD,RD,RD,RD,RD,WL,,,1,,,
WL,RD,RD,RD,RD,RD,EX,RD,EX,RD,EX,RD,EX,RD,RD,RD,RD,LB,LB,RD,RD,RD,RM,,,2,,,
WL,RD,RD,TO,RD,EX,EX,EX,RD,EX,EX,EX,RD,RD,ST,RD,LB,RD,LB,LB,RD,RD,RM,,,3,,,
WL,RD,RD,RD,RD,RD,EX,RD,EX,RD,EX,RD,EX,RD,RD,RD,LB,LB,RD,LB,RD,RD,WL,,,4,,,
WL,RD,RD,RD,SP,RD,RD,EX,EX,EX,RD,EX,EX,RD,NU,RD,RD,LB,LB,RD,RD,RD,WL,,,5,,,
RM,RD,RD,RD,RD,RD,EX,RD,EX,RD,EX,RD,EX,RD,RD,RD,RD,RD,RD,RD,RD,RD,WL,,,6,,,
RM,RD,RD,TO,RD,EX,EX,EX,RD,EX,EX,EX,RD,RD,OB,RD,RD,RD,RD,RD,RD,WL,WL,,,7,,,
RM,RD,RD,RD,RD,RD,EX,RD,EX,RD,EX,RD,EX,RD,RD,RD,RD,WL,WL,RM,WL,WL,,,,8,,,
WL,RD,RD,RD,SP,RD,RD,EX,EX,EX,RD,EX,EX,RD,RD,RD,RD,WL,,,,,,,,9,,,
WL,RD,RD,RD,RD,RD,EX,RD,EX,RD,EX,RD,EX,RD,TO,RD,RD,WL,,,,,,,,10,,,
WL,RD,RD,TO,RD,EX,EX,EX,RD,EX,EX,EX,RD,RD,RD,RD,RD,WL,,,,,,,,11,,,
WL,RD,RD,RD,RD,RD,EX,RD,EX,RD,EX,RD,EX,RD,RD,RD,RD,WL,,,,,,,,12,,,
RM,RD,RD,RD,PS,RD,RD,EX,EX,EX,RD,EX,EX,RD,TO,RD,RD,RM,,,,,,,,13,,,
RM,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RM,,,,,,,,14,,,
WL,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,RD,WL,,,,,,,,15,,,
WL,WL,RM,RM,WL,WL,WL,WL,RM,RM,WL,WL,WL,WL,RM,RM,WL,WL,,,,,,,,16,,,
,,,,,,,,,,,,,,,,,,,,,,,,,17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,,XY,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
